"X","Y","name"
-60.6919022,-32.9799312,"Intersection 13524"
-60.6918909,-32.9803374,"Intersection 13525"
-60.6918893,-32.9445759,"Intersection 13526"
-60.6918803,-32.9807198,"Intersection 13527"
-60.6918794,-32.980753,"Intersection 13528"
-60.6918778,-32.9185428,"Intersection 13529"
-60.6918752,-32.9809011,"Intersection 13530"
-60.6918662,-32.871693,"Intersection 13531"
-60.6918647,-32.9153787,"Intersection 13532"
-60.6918619,-32.8954104,"Intersection 13533"
-60.6918583,-32.9270072,"Intersection 13534"
-60.6918522,-32.912571,"Intersection 13535"
-60.6918488,-32.913149,"Intersection 13536"
-60.691837,-33.0115279,"Intersection 13537"
-60.6918363,-32.9109447,"Intersection 13538"
-60.6918329,-32.9499872,"Intersection 13539"
-60.6918307,-33.0101787,"Intersection 13540"
-60.6918297,-32.8768476,"Intersection 13541"
-60.6918279,-32.9187583,"Intersection 13542"
-60.6918199,-32.9132891,"Intersection 13543"
-60.6918186,-32.9126605,"Intersection 13544"
-60.6918159,-32.8812734,"Intersection 13545"
-60.691807,-32.9015237,"Intersection 13546"
-60.691803,-32.9823529,"Intersection 13547"
-60.691803,-32.9469953,"Intersection 13548"
-60.6918025,-32.8769269,"Intersection 13549"
-60.6918021,-32.9153416,"Intersection 13550"
-60.6917948,-33.0213113,"Intersection 13551"
-60.6917893,-32.9553502,"Intersection 13552"
-60.6917892,-32.9285752,"Intersection 13553"
-60.6917882,-32.871777,"Intersection 13554"
-60.691786,-32.8845482,"Intersection 13555"
-60.6917843,-32.9189468,"Intersection 13556"
-60.6917811,-32.9584742,"Intersection 13557"
-60.6917776,-32.8744335,"Intersection 13558"
-60.6917686,-32.9153756,"Intersection 13559"
-60.6917663,-32.9585852,"Intersection 13560"
-60.6917646,-32.8768329,"Intersection 13561"
-60.6917619,-32.9154687,"Intersection 13562"
-60.6917612,-32.8703674,"Intersection 13563"
-60.6917534,-32.8850606,"Intersection 13564"
-60.691751,-32.9586848,"Intersection 13565"
-60.691749,-32.9153398,"Intersection 13566"
-60.6917489,-32.8704634,"Intersection 13567"
-60.6917463,-32.8705819,"Intersection 13568"
-60.6917422,-32.8705156,"Intersection 13569"
-60.6917407,-32.8769116,"Intersection 13570"
-60.6917405,-32.8972746,"Intersection 13571"
-60.6917356,-32.9705624,"Intersection 13572"
-60.6917233,-32.9153741,"Intersection 13573"
-60.6917111,-32.9704522,"Intersection 13574"
-60.6917099,-32.8855709,"Intersection 13575"
-60.6917,-32.95495,"Intersection 13576"
-60.6916987,-32.9154662,"Intersection 13577"
-60.691693,-32.9715379,"Intersection 13578"
-60.6916919,-32.9547474,"Intersection 13579"
-60.6916808,-32.9493982,"Intersection 13580"
-60.691678,-32.8970993,"Intersection 13581"
-60.6916753,-32.9106001,"Intersection 13582"
-60.6916715,-32.9120346,"Intersection 13583"
-60.6916709,-32.8718835,"Intersection 13584"
-60.6916688,-32.9584611,"Intersection 13585"
-60.6916679,-32.9541494,"Intersection 13586"
-60.6916666,-32.9723601,"Intersection 13587"
-60.6916665,-32.8861146,"Intersection 13588"
-60.6916627,-32.9724815,"Intersection 13589"
-60.691662,-32.8975356,"Intersection 13590"
-60.6916608,-32.8921052,"Intersection 13591"
-60.6916606,-32.9056685,"Intersection 13592"
-60.6916598,-32.9539461,"Intersection 13593"
-60.6916591,-32.9380567,"Intersection 13594"
-60.6916586,-32.9194894,"Intersection 13595"
-60.6916568,-32.9664253,"Intersection 13596"
-60.6916546,-32.9407909,"Intersection 13597"
-60.6916522,-32.8727733,"Intersection 13598"
-60.6916495,-33.0213059,"Intersection 13599"
-60.6916489,-32.9729137,"Intersection 13600"
-60.6916478,-32.9673748,"Intersection 13601"
-60.6916468,-32.9662687,"Intersection 13602"
-60.691644,-32.8866079,"Intersection 13603"
-60.6916419,-32.9680043,"Intersection 13604"
-60.6916403,-32.9585706,"Intersection 13605"
-60.691639,-32.8866659,"Intersection 13606"
-60.6916322,-32.9592805,"Intersection 13607"
-60.6916268,-32.9131941,"Intersection 13608"
-60.6916267,-32.9125611,"Intersection 13609"
-60.69162,-32.9590317,"Intersection 13610"
-60.6916182,-32.9586677,"Intersection 13611"
-60.6916167,-32.9434871,"Intersection 13612"
-60.6916102,-32.9110887,"Intersection 13613"
-60.6916056,-32.9142776,"Intersection 13614"
-60.6916034,-32.9196017,"Intersection 13615"
-60.6916003,-32.8873328,"Intersection 13616"
-60.6915925,-32.9600299,"Intersection 13617"
-60.6915856,-32.9160263,"Intersection 13618"
-60.6915836,-32.9225297,"Intersection 13619"
-60.691582,-32.8963338,"Intersection 13620"
-60.6915807,-32.9634971,"Intersection 13621"
-60.6915806,-32.911623,"Intersection 13622"
-60.6915798,-32.9203677,"Intersection 13623"
-60.6915679,-32.8727727,"Intersection 13624"
-60.6915638,-32.9143891,"Intersection 13625"
-60.6915637,-32.9518058,"Intersection 13626"
-60.6915636,-32.9211897,"Intersection 13627"
-60.6915504,-33.0200778,"Intersection 13628"
-60.6915499,-32.9609628,"Intersection 13629"
-60.6915417,-32.9488591,"Intersection 13630"
-60.6915407,-32.9617952,"Intersection 13631"
-60.6915398,-32.9618371,"Intersection 13632"
-60.6915389,-32.8883259,"Intersection 13633"
-60.6915328,-32.9142756,"Intersection 13634"
-60.6915311,-32.9160209,"Intersection 13635"
-60.6915306,-32.8886687,"Intersection 13636"
-60.6915249,-32.9625889,"Intersection 13637"
-60.6915231,-32.9920718,"Intersection 13638"
-60.6915199,-32.9589978,"Intersection 13639"
-60.6915128,-32.877873,"Intersection 13640"
-60.6915075,-32.9458331,"Intersection 13641"
-60.6914941,-32.8719462,"Intersection 13642"
-60.6914804,-32.9729098,"Intersection 13643"
-60.6914779,-32.8779766,"Intersection 13644"
-60.6914696,-32.8991518,"Intersection 13645"
-60.691464,-32.8982033,"Intersection 13646"
-60.6914615,-32.8731469,"Intersection 13647"
-60.6914557,-32.916458,"Intersection 13648"
-60.6914507,-32.8778639,"Intersection 13649"
-60.6914483,-32.991953,"Intersection 13650"
-60.6914447,-32.9649867,"Intersection 13651"
-60.6914446,-32.8755559,"Intersection 13652"
-60.6914348,-32.8704399,"Intersection 13653"
-60.6914202,-32.877964,"Intersection 13654"
-60.6914163,-32.9539377,"Intersection 13655"
-60.6914094,-32.8976111,"Intersection 13656"
-60.6914066,-32.9028329,"Intersection 13657"
-60.691399,-32.9237672,"Intersection 13658"
-60.6913966,-32.9164562,"Intersection 13659"
-60.6913966,-32.8812572,"Intersection 13660"
-60.6913963,-32.948296,"Intersection 13661"
-60.6913944,-32.9584293,"Intersection 13662"
-60.6913892,-32.9763581,"Intersection 13663"
-60.6913867,-32.9629599,"Intersection 13664"
-60.6913807,-32.8930163,"Intersection 13665"
-60.6913745,-32.9481984,"Intersection 13666"
-60.6913714,-32.936901,"Intersection 13667"
-60.6913679,-32.9231021,"Intersection 13668"
-60.6913646,-32.9396462,"Intersection 13669"
-60.6913573,-32.8892426,"Intersection 13670"
-60.6913572,-32.9164551,"Intersection 13671"
-60.6913559,-32.8981797,"Intersection 13672"
-60.6913557,-32.8719572,"Intersection 13673"
-60.6913537,-32.8718079,"Intersection 13674"
-60.6913533,-32.8971363,"Intersection 13675"
-60.691348,-32.9740769,"Intersection 13676"
-60.6913478,-32.9962813,"Intersection 13677"
-60.6913432,-32.9160023,"Intersection 13678"
-60.6913426,-32.9585363,"Intersection 13679"
-60.6913403,-32.8821896,"Intersection 13680"
-60.6913353,-32.906731,"Intersection 13681"
-60.6913316,-32.9252816,"Intersection 13682"
-60.6913224,-32.9112738,"Intersection 13683"
-60.6913204,-32.8972472,"Intersection 13684"
-60.69132,-32.898666,"Intersection 13685"
-60.6913145,-32.9422803,"Intersection 13686"
-60.6913143,-32.9916011,"Intersection 13687"
-60.6913065,-32.9258518,"Intersection 13688"
-60.691295,-32.8829464,"Intersection 13689"
-60.6912902,-33.0197719,"Intersection 13690"
-60.6912859,-32.8704163,"Intersection 13691"
-60.6912829,-32.9263875,"Intersection 13692"
-60.6912814,-32.9483152,"Intersection 13693"
-60.6912706,-32.9142686,"Intersection 13694"
-60.6912633,-32.9233796,"Intersection 13695"
-60.6912578,-32.9482182,"Intersection 13696"
-60.6912565,-32.9269887,"Intersection 13697"
-60.691253,-32.9982952,"Intersection 13698"
-60.6912463,-32.8837568,"Intersection 13699"
-60.6912401,-32.8981545,"Intersection 13700"
-60.6912309,-32.907186,"Intersection 13701"
-60.6912243,-32.9277628,"Intersection 13702"
-60.6912203,-32.9225249,"Intersection 13703"
-60.6912182,-32.944695,"Intersection 13704"
-60.6912179,-32.9101099,"Intersection 13705"
-60.6912161,-32.9305034,"Intersection 13706"
-60.691213,-32.9074997,"Intersection 13707"
-60.6912124,-32.9706243,"Intersection 13708"
-60.6912102,-32.9285589,"Intersection 13709"
-60.6912004,-32.8845193,"Intersection 13710"
-60.6912,-32.9389927,"Intersection 13711"
-60.6911975,-32.9530761,"Intersection 13712"
-60.6911956,-32.9794053,"Intersection 13713"
-60.6911912,-32.8990916,"Intersection 13714"
-60.6911909,-32.9598759,"Intersection 13715"
-60.6911892,-32.9079173,"Intersection 13716"
-60.6911891,-32.9289291,"Intersection 13717"
-60.6911863,-32.9754286,"Intersection 13718"
-60.6911857,-32.9310653,"Intersection 13719"
-60.6911814,-32.9294168,"Intersection 13720"
-60.691181,-32.9636744,"Intersection 13721"
-60.6911799,-32.9152898,"Intersection 13722"
-60.6911769,-32.9158336,"Intersection 13723"
-60.6911764,-32.9085126,"Intersection 13724"
-60.6911746,-32.9361105,"Intersection 13725"
-60.6911695,-32.9591226,"Intersection 13726"
-60.6911598,-32.9939442,"Intersection 13727"
-60.6911593,-32.9299072,"Intersection 13728"
-60.691158,-32.9091007,"Intersection 13729"
-60.6911562,-32.9153557,"Intersection 13730"
-60.6911545,-32.9623231,"Intersection 13731"
-60.6911513,-32.9808816,"Intersection 13732"
-60.6911467,-32.930503,"Intersection 13733"
-60.6911458,-32.9092463,"Intersection 13734"
-60.6911437,-32.9585135,"Intersection 13735"
-60.6911411,-32.9415877,"Intersection 13736"
-60.6911381,-32.871818,"Intersection 13737"
-60.6911353,-32.9211717,"Intersection 13738"
-60.6911337,-32.9096073,"Intersection 13739"
-60.6911265,-32.9154431,"Intersection 13740"
-60.6911259,-33.0042213,"Intersection 13741"
-60.691125,-33.0003266,"Intersection 13742"
-60.6911202,-32.9237597,"Intersection 13743"
-60.6911179,-32.9603589,"Intersection 13744"
-60.6911144,-33.003251,"Intersection 13745"
-60.691114,-32.8742886,"Intersection 13746"
-60.6911133,-32.958392,"Intersection 13747"
-60.6911077,-32.9910465,"Intersection 13748"
-60.6911076,-32.9471144,"Intersection 13749"
-60.6911075,-32.9706284,"Intersection 13750"
-60.6911071,-32.9823448,"Intersection 13751"
-60.6911064,-32.876696,"Intersection 13752"
-60.6911031,-33.0023039,"Intersection 13753"
-60.6911004,-32.8939281,"Intersection 13754"
-60.6910965,-32.9319594,"Intersection 13755"
-60.6910941,-32.8901144,"Intersection 13756"
-60.6910868,-32.9598634,"Intersection 13757"
-60.6910819,-32.89812,"Intersection 13758"
-60.691075,-32.8790975,"Intersection 13759"
-60.6910645,-32.9590295,"Intersection 13760"
-60.6910604,-32.9952361,"Intersection 13761"
-60.6910593,-32.9763257,"Intersection 13762"
-60.6910541,-32.9099343,"Intersection 13763"
-60.6910516,-32.9590878,"Intersection 13764"
-60.6910464,-32.9153521,"Intersection 13765"
-60.6910417,-32.9328294,"Intersection 13766"
-60.6910393,-32.9993238,"Intersection 13767"
-60.6910389,-32.9591453,"Intersection 13768"
-60.6910365,-32.9355511,"Intersection 13769"
-60.6910145,-32.9041154,"Intersection 13770"
-60.6910075,-32.9705536,"Intersection 13771"
-60.6910057,-32.9633266,"Intersection 13772"
-60.6910013,-32.9109585,"Intersection 13773"
-60.6909945,-32.9381772,"Intersection 13774"
-60.6909935,-32.8989441,"Intersection 13775"
-60.6909745,-32.9338957,"Intersection 13776"
-60.6909719,-32.9409118,"Intersection 13777"
-60.690959,-32.917342,"Intersection 13778"
-60.6909549,-33.02008,"Intersection 13779"
-60.6909537,-32.9664151,"Intersection 13780"
-60.6909526,-32.8985931,"Intersection 13781"
-60.6909521,-32.9125421,"Intersection 13782"
-60.6909469,-32.917729,"Intersection 13783"
-60.6909434,-33.0129505,"Intersection 13784"
-60.6909422,-32.9436093,"Intersection 13785"
-60.6909308,-32.9963029,"Intersection 13786"
-60.6909296,-32.8944839,"Intersection 13787"
-60.6909266,-33.0115482,"Intersection 13788"
-60.6909266,-32.8692665,"Intersection 13789"
-60.6909254,-33.0212789,"Intersection 13790"
-60.6909254,-32.89997,"Intersection 13791"
-60.6909239,-32.9181395,"Intersection 13792"
-60.6909146,-32.9156086,"Intersection 13793"
-60.6909134,-32.9662518,"Intersection 13794"
-60.6909094,-32.9519415,"Intersection 13795"
-60.690906,-32.9158068,"Intersection 13796"
-60.6909008,-33.010148,"Intersection 13797"
-60.6908902,-32.9218357,"Intersection 13798"
-60.6908882,-32.9596128,"Intersection 13799"
-60.690888,-32.8946274,"Intersection 13800"
-60.6908879,-33.0182179,"Intersection 13801"
-60.6908838,-32.9153488,"Intersection 13802"
-60.6908664,-32.9542977,"Intersection 13803"
-60.6908357,-32.898989,"Intersection 13804"
-60.6908332,-32.900264,"Intersection 13805"
-60.6908257,-32.891003,"Intersection 13806"
-60.6908215,-32.9459502,"Intersection 13807"
-60.6908153,-32.9131739,"Intersection 13808"
-60.6908143,-32.9571991,"Intersection 13809"
-60.6908138,-32.9740417,"Intersection 13810"
-60.6908127,-32.8999658,"Intersection 13811"
-60.6908002,-32.9346074,"Intersection 13812"
-60.6907877,-32.9627267,"Intersection 13813"
-60.6907839,-32.9018866,"Intersection 13814"
-60.6907723,-32.875411,"Intersection 13815"
-60.6907695,-32.9142551,"Intersection 13816"
-60.6907524,-32.9019934,"Intersection 13817"
-60.6907515,-32.9634285,"Intersection 13818"
-60.6907461,-32.8698835,"Intersection 13819"
-60.6907459,-32.8698533,"Intersection 13820"
-60.6907441,-32.8719693,"Intersection 13821"
-60.6907393,-32.9172993,"Intersection 13822"
-60.6907258,-32.880244,"Intersection 13823"
-60.690721,-32.9020973,"Intersection 13824"
-60.6907209,-32.9101292,"Intersection 13825"
-60.6907179,-32.9624024,"Intersection 13826"
-60.6907144,-32.8951583,"Intersection 13827"
-60.6907108,-32.9598184,"Intersection 13828"
-60.6907032,-32.937021,"Intersection 13829"
-60.6907027,-32.9567539,"Intersection 13830"
-60.6906996,-32.9173997,"Intersection 13831"
-60.6906954,-32.8944913,"Intersection 13832"
-60.6906934,-32.9071688,"Intersection 13833"
-60.6906908,-32.9106533,"Intersection 13834"
-60.6906862,-32.9679892,"Intersection 13835"
-60.690686,-32.9397698,"Intersection 13836"
-60.6906744,-32.9224135,"Intersection 13837"
-60.6906633,-32.8698421,"Intersection 13838"
-60.6906625,-32.9621755,"Intersection 13839"
-60.6906588,-32.8844927,"Intersection 13840"
-60.6906579,-32.9173176,"Intersection 13841"
-60.6906477,-32.9194427,"Intersection 13842"
-60.690646,-32.9237483,"Intersection 13843"
-60.6906457,-32.9173882,"Intersection 13844"
-60.690645,-32.9595349,"Intersection 13845"
-60.690644,-32.9195746,"Intersection 13846"
-60.6906353,-32.9424024,"Intersection 13847"
-60.690633,-32.9164353,"Intersection 13848"
-60.6906303,-32.9225271,"Intersection 13849"
-60.690627,-32.9603428,"Intersection 13850"
-60.6906243,-32.8850144,"Intersection 13851"
-60.6906215,-32.9338853,"Intersection 13852"
-60.6906164,-32.9507873,"Intersection 13853"
-60.6906096,-32.90544,"Intersection 13854"
-60.6906089,-32.9173859,"Intersection 13855"
-60.6906077,-32.9225882,"Intersection 13856"
-60.6906057,-32.9615715,"Intersection 13857"
-60.6906055,-32.9606717,"Intersection 13858"
-60.6905991,-32.9610808,"Intersection 13859"
-60.690599,-32.9618012,"Intersection 13860"
-60.6905962,-32.9649652,"Intersection 13861"
-60.6905912,-32.8855166,"Intersection 13862"
-60.6905888,-32.9162692,"Intersection 13863"
-60.6905807,-32.9675715,"Intersection 13864"
-60.6905788,-32.9174723,"Intersection 13865"
-60.6905728,-32.9794195,"Intersection 13866"
-60.690569,-32.8706518,"Intersection 13867"
-60.6905648,-32.8998757,"Intersection 13868"
-60.6905648,-32.8918674,"Intersection 13869"
-60.6905607,-32.9174554,"Intersection 13870"
-60.6905606,-32.974873,"Intersection 13871"
-60.6905578,-32.901715,"Intersection 13872"
-60.6905548,-32.8860665,"Intersection 13873"
-60.6905413,-32.9448092,"Intersection 13874"
-60.6905384,-32.9012443,"Intersection 13875"
-60.6905316,-32.9164329,"Intersection 13876"
-60.6905073,-32.975243,"Intersection 13877"
-60.6905013,-32.9808645,"Intersection 13878"
-60.6904827,-32.9389577,"Intersection 13879"
-60.6904788,-32.9252582,"Intersection 13880"
-60.6904768,-32.9823279,"Intersection 13881"
-60.690473,-32.8872853,"Intersection 13882"
-60.6904729,-32.9502221,"Intersection 13883"
-60.6904529,-32.8812206,"Intersection 13884"
-60.690448,-32.8741371,"Intersection 13885"
-60.6904363,-32.8960777,"Intersection 13886"
-60.6904344,-32.9230708,"Intersection 13887"
-60.6904288,-32.9472422,"Intersection 13888"
-60.6904267,-32.8765465,"Intersection 13889"
-60.6904238,-32.8720949,"Intersection 13890"
-60.6904231,-32.9012202,"Intersection 13891"
-60.6904211,-32.8821459,"Intersection 13892"
-60.6904155,-32.8882774,"Intersection 13893"
-60.6904126,-32.955596,"Intersection 13894"
-60.6904068,-32.870886,"Intersection 13895"
-60.6904047,-32.9016861,"Intersection 13896"
-60.690398,-32.9103295,"Intersection 13897"
-60.6903954,-32.9125264,"Intersection 13898"
-60.6903874,-32.8829088,"Intersection 13899"
-60.6903858,-32.9252556,"Intersection 13900"
-60.6903798,-32.9181256,"Intersection 13901"
-60.6903755,-32.9328104,"Intersection 13902"
-60.6903664,-32.9184932,"Intersection 13903"
-60.6903634,-32.9356718,"Intersection 13904"
-60.6903607,-32.8711129,"Intersection 13905"
-60.6903519,-32.9764149,"Intersection 13906"
-60.6903513,-32.9189057,"Intersection 13907"
-60.690351,-32.870874,"Intersection 13908"
-60.6903469,-32.8837134,"Intersection 13909"
-60.6903324,-32.9194238,"Intersection 13910"
-60.6903312,-32.8727205,"Intersection 13911"
-60.6903254,-32.9496412,"Intersection 13912"
-60.6903227,-32.9252539,"Intersection 13913"
-60.6903205,-32.9338765,"Intersection 13914"
-60.6903182,-32.9383006,"Intersection 13915"
-60.6903113,-32.9663981,"Intersection 13916"
-60.6903017,-32.8890133,"Intersection 13917"
-60.6902982,-32.9124307,"Intersection 13918"
-60.6902914,-32.9705356,"Intersection 13919"
-60.6902908,-32.8927746,"Intersection 13920"
-60.690287,-32.9410332,"Intersection 13921"
-60.6902859,-32.9065024,"Intersection 13922"
-60.6902777,-32.9011932,"Intersection 13923"
-60.6902721,-32.9021239,"Intersection 13924"
-60.6902684,-32.9195641,"Intersection 13925"
-60.6902678,-32.9662369,"Intersection 13926"
-60.6902671,-32.955014,"Intersection 13927"
-60.690248,-32.9252518,"Intersection 13928"
-60.6902432,-32.9203313,"Intersection 13929"
-60.6902359,-32.9712969,"Intersection 13930"
-60.6902317,-32.9437381,"Intersection 13931"
-60.6902123,-32.9712558,"Intersection 13932"
-60.6902039,-32.9211464,"Intersection 13933"
-60.6901958,-33.0008699,"Intersection 13934"
-60.6901886,-32.9237369,"Intersection 13935"
-60.690186,-32.9011762,"Intersection 13936"
-60.6901855,-32.9180986,"Intersection 13937"
-60.6901838,-32.9490835,"Intersection 13938"
-60.6901831,-32.998471,"Intersection 13939"
-60.6901805,-32.9125203,"Intersection 13940"
-60.6901758,-32.9712121,"Intersection 13941"
-60.6901677,-32.9131577,"Intersection 13942"
-60.6901676,-32.8969765,"Intersection 13943"
-60.6901657,-32.9084854,"Intersection 13944"
-60.6901566,-32.9094589,"Intersection 13945"
-60.6901504,-32.9347235,"Intersection 13946"
-60.690141,-32.9180785,"Intersection 13947"
-60.6901386,-32.9025651,"Intersection 13948"
-60.6901381,-32.9460784,"Intersection 13949"
-60.6901379,-32.9142371,"Intersection 13950"
-60.6901326,-32.8727121,"Intersection 13951"
-60.690131,-32.9711747,"Intersection 13952"
-60.6901264,-33.0181913,"Intersection 13953"
-60.6901228,-32.9544397,"Intersection 13954"
-60.6901104,-32.962852,"Intersection 13955"
-60.6901034,-32.9100198,"Intersection 13956"
-60.6901023,-32.9180615,"Intersection 13957"
-60.6901012,-32.9258194,"Intersection 13958"
-60.6900968,-32.9174238,"Intersection 13959"
-60.6900964,-32.8752653,"Intersection 13960"
-60.6900959,-32.8728334,"Intersection 13961"
-60.6900887,-32.9071435,"Intersection 13962"
-60.6900871,-32.915323,"Intersection 13963"
-60.6900865,-32.8719289,"Intersection 13964"
-60.6900855,-32.9181566,"Intersection 13965"
-60.6900837,-32.8776733,"Intersection 13966"
-60.6900831,-33.0212476,"Intersection 13967"
-60.6900646,-32.9252468,"Intersection 13968"
-60.6900612,-32.917487,"Intersection 13969"
-60.6900431,-32.9485294,"Intersection 13970"
-60.6900405,-32.918139,"Intersection 13971"
-60.6900357,-32.8719203,"Intersection 13972"
-60.6900308,-32.8898836,"Intersection 13973"
-60.6900284,-32.937143,"Intersection 13974"
-60.6900176,-32.9484291,"Intersection 13975"
-60.6900175,-32.9175526,"Intersection 13976"
-60.690017,-32.8936812,"Intersection 13977"
-60.6900135,-32.912106,"Intersection 13978"
-60.6900123,-33.0041984,"Intersection 13979"
-60.6900108,-33.0040246,"Intersection 13980"
-60.6900092,-32.9601049,"Intersection 13981"
-60.6900079,-32.962771,"Intersection 13982"
-60.6900065,-32.9747943,"Intersection 13983"
-60.6900038,-33.0032439,"Intersection 13984"
-60.6900025,-33.0129368,"Intersection 13985"
-60.6900019,-32.9968341,"Intersection 13986"
-60.6899984,-32.9398949,"Intersection 13987"
-60.6899952,-32.9783118,"Intersection 13988"
-60.6899929,-32.9999537,"Intersection 13989"
-60.6899873,-33.0101179,"Intersection 13990"
-60.6899856,-33.0062971,"Intersection 13991"
-60.6899822,-33.011566,"Intersection 13992"
-60.6899814,-32.9764657,"Intersection 13993"
-60.6899801,-32.9538703,"Intersection 13994"
-60.6899791,-32.9181121,"Intersection 13995"
-60.6899784,-32.9719581,"Intersection 13996"
-60.6899765,-33.0023143,"Intersection 13997"
-60.6899736,-32.9616855,"Intersection 13998"
-60.6899698,-33.0019041,"Intersection 13999"
-60.6899534,-32.9175065,"Intersection 14000"
-60.6899464,-32.9269485,"Intersection 14001"
-60.6899427,-32.9751418,"Intersection 14002"
-60.6899385,-32.959349,"Intersection 14003"
-60.6899344,-32.9425285,"Intersection 14004"
-60.6899316,-32.9338651,"Intersection 14005"
-60.6899314,-32.9649481,"Intersection 14006"
-60.6899284,-32.9705895,"Intersection 14007"
-60.6899232,-32.959289,"Intersection 14008"
-60.6899166,-32.9179129,"Intersection 14009"
-60.6899113,-32.9277283,"Intersection 14010"
-60.6899105,-33.0080781,"Intersection 14011"
-60.6899091,-32.9263528,"Intersection 14012"
-60.6899078,-32.9592289,"Intersection 14013"
-60.6899072,-33.0006702,"Intersection 14014"
-60.6899051,-32.9676961,"Intersection 14015"
-60.6898912,-32.9244919,"Intersection 14016"
-60.68989,-33.0018974,"Intersection 14017"
-60.6898898,-32.8978655,"Intersection 14018"
-60.6898771,-32.9770272,"Intersection 14019"
-60.6898762,-32.9285068,"Intersection 14020"
-60.6898756,-33.0261465,"Intersection 14021"
-60.6898735,-32.9022193,"Intersection 14022"
-60.6898712,-33.0010606,"Intersection 14023"
-60.6898707,-32.8941657,"Intersection 14024"
-60.6898628,-32.9823115,"Intersection 14025"
-60.6898589,-32.9288948,"Intersection 14026"
-60.6898588,-32.9364657,"Intersection 14027"
-60.6898581,-32.902631,"Intersection 14028"
-60.6898557,-32.9984697,"Intersection 14029"
-60.6898533,-32.9449372,"Intersection 14030"
-60.6898469,-32.999228,"Intersection 14031"
-60.6898435,-32.9794362,"Intersection 14032"
-60.6898425,-32.9533212,"Intersection 14033"
-60.6898371,-32.9293792,"Intersection 14034"
-60.6898334,-33.0004201,"Intersection 14035"
-60.6898333,-32.8942895,"Intersection 14036"
-60.6898286,-32.9178589,"Intersection 14037"
-60.6898159,-32.92987,"Intersection 14038"
-60.6898032,-32.9808477,"Intersection 14039"
-60.6898024,-32.9968849,"Intersection 14040"
-60.6897999,-32.9096776,"Intersection 14041"
-60.6897932,-32.9998019,"Intersection 14042"
-60.6897895,-32.8944324,"Intersection 14043"
-60.6897893,-32.9587545,"Intersection 14044"
-60.6897878,-32.930474,"Intersection 14045"
-60.6897775,-32.872755,"Intersection 14046"
-60.6897716,-32.9025361,"Intersection 14047"
-60.6897637,-32.9418347,"Intersection 14048"
-60.6897636,-32.9310122,"Intersection 14049"
-60.6897586,-32.9312112,"Intersection 14050"
-60.6897543,-32.8907719,"Intersection 14051"
-60.6897532,-32.9038383,"Intersection 14052"
-60.6897506,-32.9269399,"Intersection 14053"
-60.6897499,-32.8739779,"Intersection 14054"
-60.6897493,-32.9315789,"Intersection 14055"
-60.6897487,-32.9117796,"Intersection 14056"
-60.6897468,-32.9473647,"Intersection 14057"
-60.6897379,-32.878809,"Intersection 14058"
-60.6897324,-32.962923,"Intersection 14059"
-60.6897174,-32.9641405,"Intersection 14060"
-60.6897168,-33.0001261,"Intersection 14061"
-60.6897147,-32.9783142,"Intersection 14062"
-60.6897104,-32.9794305,"Intersection 14063"
-60.6897089,-32.8722886,"Intersection 14064"
-60.6897086,-32.9332629,"Intersection 14065"
-60.6897076,-32.9078526,"Intersection 14066"
-60.6897052,-32.9333372,"Intersection 14067"
-60.6897002,-32.9040134,"Intersection 14068"
-60.6896991,-32.8725589,"Intersection 14069"
-60.689697,-32.9725438,"Intersection 14070"
-60.689691,-32.9036438,"Intersection 14071"
-60.6896904,-32.9357926,"Intersection 14072"
-60.6896861,-32.9338579,"Intersection 14073"
-60.6896857,-32.9583465,"Intersection 14074"
-60.6896766,-32.9048753,"Intersection 14075"
-60.6896729,-32.9269365,"Intersection 14076"
-60.6896711,-32.9497585,"Intersection 14077"
-60.6896443,-32.9582268,"Intersection 14078"
-60.6896431,-32.894923,"Intersection 14079"
-60.6896234,-32.8987328,"Intersection 14080"
-60.689619,-32.9316914,"Intersection 14081"
-60.6896141,-33.000162,"Intersection 14082"
-60.6896136,-32.9580788,"Intersection 14083"
-60.6896062,-33.0212333,"Intersection 14084"
-60.6895967,-32.9411555,"Intersection 14085"
-60.6895966,-32.9665405,"Intersection 14086"
-60.6895904,-32.9252337,"Intersection 14087"
-60.6895857,-32.9269327,"Intersection 14088"
-60.6895832,-32.9438556,"Intersection 14089"
-60.6895827,-32.9920204,"Intersection 14090"
-60.6895804,-32.9865078,"Intersection 14091"
-60.6895796,-32.9919045,"Intersection 14092"
-60.6895657,-32.905213,"Intersection 14093"
-60.6895656,-32.8811861,"Intersection 14094"
-60.6895606,-32.9183155,"Intersection 14095"
-60.689557,-32.9521822,"Intersection 14096"
-60.6895341,-32.9093438,"Intersection 14097"
-60.6895279,-32.8821035,"Intersection 14098"
-60.6895249,-32.8725396,"Intersection 14099"
-60.6895176,-32.9269297,"Intersection 14100"
-60.6895136,-32.9662261,"Intersection 14101"
-60.6895003,-32.872732,"Intersection 14102"
-60.6894998,-32.8844341,"Intersection 14103"
-60.6894994,-32.8849644,"Intersection 14104"
-60.6894955,-33.0225319,"Intersection 14105"
-60.6894897,-32.8828749,"Intersection 14106"
-60.6894874,-32.8728464,"Intersection 14107"
-60.6894861,-32.8916334,"Intersection 14108"
-60.6894786,-32.9865281,"Intersection 14109"
-60.6894786,-32.9731732,"Intersection 14110"
