"X","Y","name"
-60.7493117,-32.989393,"Intersection 3315"
-60.7492641,-32.9406408,"Intersection 3316"
-60.7492623,-33.0035994,"Intersection 3317"
-60.7492618,-32.9407091,"Intersection 3318"
-60.749257,-32.989168,"Intersection 3319"
-60.7492456,-32.9224739,"Intersection 3320"
-60.749222,-33.0057529,"Intersection 3321"
-60.7492063,-32.990728,"Intersection 3322"
-60.7492038,-32.9892795,"Intersection 3323"
-60.749185,-33.016508,"Intersection 3324"
-60.7491763,-32.989165,"Intersection 3325"
-60.749176,-32.9648633,"Intersection 3326"
-60.7491567,-32.9153594,"Intersection 3327"
-60.7491549,-32.9895846,"Intersection 3328"
-60.7491336,-32.915889,"Intersection 3329"
-60.7491231,-32.91602,"Intersection 3330"
-60.7491096,-32.8699942,"Intersection 3331"
-60.7490925,-32.916449,"Intersection 3332"
-60.7490864,-33.0158631,"Intersection 3333"
-60.7490763,-33.002776,"Intersection 3334"
-60.7490725,-32.9169893,"Intersection 3335"
-60.7490704,-32.9212176,"Intersection 3336"
-60.7490657,-32.9317945,"Intersection 3337"
-60.7490514,-32.917539,"Intersection 3338"
-60.7490497,-33.0176543,"Intersection 3339"
-60.7490449,-32.8712625,"Intersection 3340"
-60.7490316,-33.0166787,"Intersection 3341"
-60.749031,-32.918071,"Intersection 3342"
-60.7490225,-33.0187405,"Intersection 3343"
-60.7490119,-32.9202264,"Intersection 3344"
-60.7490004,-32.9212158,"Intersection 3345"
-60.7489986,-32.92,"Intersection 3346"
-60.7489961,-33.0285229,"Intersection 3347"
-60.7489936,-32.9190449,"Intersection 3348"
-60.748987,-32.9141754,"Intersection 3349"
-60.7489838,-33.0049537,"Intersection 3350"
-60.7489734,-32.9195719,"Intersection 3351"
-60.7489715,-33.0198219,"Intersection 3352"
-60.7489561,-33.0297467,"Intersection 3353"
-60.7489515,-32.9204875,"Intersection 3354"
-60.7489401,-32.989388,"Intersection 3355"
-60.7489392,-33.0057082,"Intersection 3356"
-60.748934,-32.9202274,"Intersection 3357"
-60.7489225,-33.0205918,"Intersection 3358"
-60.7489107,-32.8712578,"Intersection 3359"
-60.7488963,-33.0209389,"Intersection 3360"
-60.7488898,-32.9899226,"Intersection 3361"
-60.7488728,-32.9891535,"Intersection 3362"
-60.7488672,-33.0017132,"Intersection 3363"
-60.7488545,-33.0220965,"Intersection 3364"
-60.7488422,-33.0223282,"Intersection 3365"
-60.7488011,-33.023343,"Intersection 3366"
-60.7487523,-33.0242514,"Intersection 3367"
-60.7487271,-32.871956,"Intersection 3368"
-60.7487086,-33.0049715,"Intersection 3369"
-60.7486909,-33.0251808,"Intersection 3370"
-60.7486604,-32.8730681,"Intersection 3371"
-60.7485661,-33.0049732,"Intersection 3372"
-60.7485099,-32.8699719,"Intersection 3373"
-60.7485056,-32.948777,"Intersection 3374"
-60.7484824,-32.9180557,"Intersection 3375"
-60.7484444,-32.9319927,"Intersection 3376"
-60.7484325,-32.9190297,"Intersection 3377"
-60.7484273,-32.9506895,"Intersection 3378"
-60.7483907,-32.8719515,"Intersection 3379"
-60.7483526,-33.001619,"Intersection 3380"
-60.7483486,-32.8726516,"Intersection 3381"
-60.7483067,-33.0026818,"Intersection 3382"
-60.7482504,-33.002493,"Intersection 3383"
-60.7482231,-33.0053961,"Intersection 3384"
-60.7482201,-32.9321514,"Intersection 3385"
-60.7481113,-32.9711952,"Intersection 3386"
-60.748105,-33.0052626,"Intersection 3387"
-60.748076,-32.9901827,"Intersection 3388"
-60.7480707,-32.92685,"Intersection 3389"
-60.7480226,-33.0017126,"Intersection 3390"
-60.7480024,-32.9096137,"Intersection 3391"
-60.747998,-33.0284956,"Intersection 3392"
-60.7479918,-32.8712257,"Intersection 3393"
-60.7479897,-33.0043973,"Intersection 3394"
-60.7479844,-33.0049799,"Intersection 3395"
-60.747976,-32.9202072,"Intersection 3396"
-60.7479637,-32.9204639,"Intersection 3397"
-60.7479607,-32.9180412,"Intersection 3398"
-60.7479546,-33.0167401,"Intersection 3399"
-60.7479449,-32.9333336,"Intersection 3400"
-60.7479393,-32.8719437,"Intersection 3401"
-60.7479252,-32.919016,"Intersection 3402"
-60.7479142,-32.9323974,"Intersection 3403"
-60.747909,-32.9195425,"Intersection 3404"
-60.7478933,-32.9199739,"Intersection 3405"
-60.7478915,-32.9895888,"Intersection 3406"
-60.7478874,-32.8726533,"Intersection 3407"
-60.7478817,-32.9202926,"Intersection 3408"
-60.7478596,-32.9206811,"Intersection 3409"
-60.7478592,-32.8730382,"Intersection 3410"
-60.747831,-32.9211842,"Intersection 3411"
-60.7478305,-32.9352305,"Intersection 3412"
-60.7478138,-32.8786725,"Intersection 3413"
-60.7477999,-32.9360897,"Intersection 3414"
-60.7477869,-32.9364563,"Intersection 3415"
-60.7477718,-32.9368802,"Intersection 3416"
-60.7477668,-32.9268494,"Intersection 3417"
-60.7477455,-32.9376209,"Intersection 3418"
-60.7477148,-32.9025277,"Intersection 3419"
-60.7477097,-32.9026251,"Intersection 3420"
-60.7476873,-32.940419,"Intersection 3421"
-60.747683,-32.9404861,"Intersection 3422"
-60.7476796,-32.9405411,"Intersection 3423"
-60.7476761,-32.9405962,"Intersection 3424"
-60.7476721,-32.9406542,"Intersection 3425"
-60.7476611,-32.8699414,"Intersection 3426"
-60.7476297,-32.895294,"Intersection 3427"
-60.747579,-32.940418,"Intersection 3428"
-60.7475758,-32.9404819,"Intersection 3429"
-60.7475731,-32.9405376,"Intersection 3430"
-60.7475703,-32.9405933,"Intersection 3431"
-60.7475675,-32.9406509,"Intersection 3432"
-60.7475668,-32.8712109,"Intersection 3433"
-60.747531,-32.8970516,"Intersection 3434"
-60.747527,-32.9422026,"Intersection 3435"
-60.7475219,-32.990593,"Intersection 3436"
-60.7475122,-32.9425612,"Intersection 3437"
-60.747506,-32.9426971,"Intersection 3438"
-60.7474961,-32.9147272,"Intersection 3439"
-60.7474942,-32.9268511,"Intersection 3440"
-60.7474906,-33.0027166,"Intersection 3441"
-60.7474896,-32.9269206,"Intersection 3442"
-60.747479,-32.9153232,"Intersection 3443"
-60.7474714,-32.8982066,"Intersection 3444"
-60.7474681,-32.9436497,"Intersection 3445"
-60.7474645,-32.9437131,"Intersection 3446"
-60.7474637,-32.9158435,"Intersection 3447"
-60.7474619,-32.8843998,"Intersection 3448"
-60.7474605,-32.8986824,"Intersection 3449"
-60.7474596,-32.9404169,"Intersection 3450"
-60.7474559,-32.9404795,"Intersection 3451"
-60.7474527,-32.9405348,"Intersection 3452"
-60.7474524,-32.9089354,"Intersection 3453"
-60.7474494,-32.94059,"Intersection 3454"
-60.7474474,-32.9164,"Intersection 3455"
-60.7474463,-32.9406441,"Intersection 3456"
-60.7474432,-32.8990835,"Intersection 3457"
-60.7474324,-32.9169464,"Intersection 3458"
-60.747421,-32.9088366,"Intersection 3459"
-60.747414,-32.8997597,"Intersection 3460"
-60.7474137,-32.9449637,"Intersection 3461"
-60.7474091,-32.8969895,"Intersection 3462"
-60.7473993,-32.9978648,"Intersection 3463"
-60.7473963,-32.8982045,"Intersection 3464"
-60.7473596,-32.9463097,"Intersection 3465"
-60.7473463,-32.901328,"Intersection 3466"
-60.7473443,-32.8986755,"Intersection 3467"
-60.7473442,-32.9013771,"Intersection 3468"
-60.7473379,-32.925643,"Intersection 3469"
-60.747337,-32.9015445,"Intersection 3470"
-60.7473243,-32.8981672,"Intersection 3471"
-60.7473222,-32.8982321,"Intersection 3472"
-60.7473041,-32.8988782,"Intersection 3473"
-60.7473041,-32.8987822,"Intersection 3474"
-60.7472922,-32.9480112,"Intersection 3475"
-60.7472903,-32.9026145,"Intersection 3476"
-60.7472869,-32.8991306,"Intersection 3477"
-60.7472784,-32.8969858,"Intersection 3478"
-60.7472626,-32.8997522,"Intersection 3479"
-60.7472589,-32.9251959,"Intersection 3480"
-60.7472407,-32.9445382,"Intersection 3481"
-60.7472402,-32.9037102,"Intersection 3482"
-60.7472315,-32.9437961,"Intersection 3483"
-60.7472289,-32.9862933,"Intersection 3484"
-60.7472012,-33.0043744,"Intersection 3485"
-60.7471876,-32.9461958,"Intersection 3486"
-60.7471841,-32.9013719,"Intersection 3487"
-60.7471827,-32.9050785,"Intersection 3488"
-60.747181,-32.9864767,"Intersection 3489"
-60.7471806,-32.9463067,"Intersection 3490"
-60.7471784,-32.9893568,"Intersection 3491"
-60.7471732,-32.9866592,"Intersection 3492"
-60.7471698,-32.8981632,"Intersection 3493"
-60.747168,-32.8982258,"Intersection 3494"
-60.747162,-32.9055393,"Intersection 3495"
-60.7471604,-32.8997193,"Intersection 3496"
-60.7471582,-32.8997879,"Intersection 3497"
-60.7471414,-32.9874122,"Intersection 3498"
-60.7471396,-32.9449435,"Intersection 3499"
-60.7471271,-32.9877508,"Intersection 3500"
-60.7471003,-32.9883847,"Intersection 3501"
-60.7470873,-32.8981609,"Intersection 3502"
-60.7470849,-32.8982242,"Intersection 3503"
-60.7470736,-32.9239478,"Intersection 3504"
-60.7470704,-32.9890908,"Intersection 3505"
-60.7470533,-32.9405791,"Intersection 3506"
-60.7470504,-32.94063,"Intersection 3507"
-60.7470481,-32.9406718,"Intersection 3508"
-60.7470464,-32.8991851,"Intersection 3509"
-60.7470399,-32.8987032,"Intersection 3510"
-60.7470347,-32.9001961,"Intersection 3511"
-60.7470334,-32.9084103,"Intersection 3512"
-60.7470273,-32.9085464,"Intersection 3513"
-60.7470147,-32.9088249,"Intersection 3514"
-60.747012,-32.9003967,"Intersection 3515"
-60.7470116,-32.9009325,"Intersection 3516"
-60.7469959,-32.9211626,"Intersection 3517"
-60.7469516,-32.9055351,"Intersection 3518"
-60.7469487,-32.9010962,"Intersection 3519"
-60.746937,-33.0284666,"Intersection 3520"
-60.7469239,-32.9963635,"Intersection 3521"
-60.7469177,-32.8699145,"Intersection 3522"
-60.7469018,-32.9225036,"Intersection 3523"
-60.7468708,-32.9037279,"Intersection 3524"
-60.7468677,-32.9037619,"Intersection 3525"
-60.7468323,-32.9141051,"Intersection 3526"
-60.7468316,-32.871181,"Intersection 3527"
-60.7468246,-32.9106957,"Intersection 3528"
-60.746821,-32.9983432,"Intersection 3529"
-60.7468092,-32.9147111,"Intersection 3530"
-60.7467977,-32.9907775,"Intersection 3531"
-60.7467964,-33.0043627,"Intersection 3532"
-60.7467625,-32.9158252,"Intersection 3533"
-60.7467617,-32.9408165,"Intersection 3534"
-60.7467504,-32.9426911,"Intersection 3535"
-60.7467411,-32.9055308,"Intersection 3536"
-60.7467173,-32.9169278,"Intersection 3537"
-60.7466946,-32.9174762,"Intersection 3538"
-60.7466762,-32.8966916,"Intersection 3539"
-60.7466727,-32.9180054,"Intersection 3540"
-60.7466569,-32.9429051,"Intersection 3541"
-60.746627,-32.9949968,"Intersection 3542"
-60.7466108,-32.9195093,"Intersection 3543"
-60.7466072,-32.9037852,"Intersection 3544"
-60.7466065,-32.9412768,"Intersection 3545"
-60.7465789,-32.9202737,"Intersection 3546"
-60.7465784,-32.9421752,"Intersection 3547"
-60.7465423,-32.9211506,"Intersection 3548"
-60.74651,-32.9327906,"Intersection 3549"
-60.7464975,-32.9351869,"Intersection 3550"
-60.7464705,-32.9894547,"Intersection 3551"
-60.7464599,-32.8986568,"Intersection 3552"
-60.7464475,-32.9320917,"Intersection 3553"
-60.7464381,-32.9326741,"Intersection 3554"
-60.746415,-32.9109174,"Intersection 3555"
-60.7464004,-32.9341722,"Intersection 3556"
-60.7463995,-32.9339779,"Intersection 3557"
-60.7463802,-32.9323888,"Intersection 3558"
-60.7463562,-33.0296692,"Intersection 3559"
-60.7463527,-32.934307,"Intersection 3560"
-60.7463503,-32.996448,"Intersection 3561"
-60.7463401,-32.9009605,"Intersection 3562"
-60.7463261,-32.9431036,"Intersection 3563"
-60.7463209,-32.8998669,"Intersection 3564"
-60.7463136,-32.9325929,"Intersection 3565"
-60.7463093,-32.9010429,"Intersection 3566"
-60.7462974,-32.9339339,"Intersection 3567"
-60.746297,-32.9341677,"Intersection 3568"
-60.7462866,-32.9327754,"Intersection 3569"
-60.7462726,-32.8996148,"Intersection 3570"
-60.7462617,-32.9320678,"Intersection 3571"
-60.7462617,-32.9011704,"Intersection 3572"
-60.7462562,-32.908173,"Intersection 3573"
-60.7462481,-32.9009364,"Intersection 3574"
-60.7462413,-32.8986487,"Intersection 3575"
-60.7461962,-33.0043524,"Intersection 3576"
-60.7461637,-32.9506375,"Intersection 3577"
-60.7461382,-32.9317334,"Intersection 3578"
-60.7461317,-32.9009087,"Intersection 3579"
-60.7461219,-32.8996403,"Intersection 3580"
-60.7461191,-32.9002048,"Intersection 3581"
-60.7461047,-32.9009908,"Intersection 3582"
-60.746095,-32.899881,"Intersection 3583"
-60.746061,-32.9404987,"Intersection 3584"
-60.746061,-32.9325723,"Intersection 3585"
-60.7460593,-32.9121437,"Intersection 3586"
-60.7460484,-32.917988,"Intersection 3587"
-60.7460418,-32.9406029,"Intersection 3588"
-60.7460351,-32.9008856,"Intersection 3589"
-60.7460342,-32.8998837,"Intersection 3590"
-60.7460334,-32.9010323,"Intersection 3591"
-60.746021,-32.9402617,"Intersection 3592"
-60.7460161,-32.940382,"Intersection 3593"
-60.7460136,-32.9404443,"Intersection 3594"
-60.7460127,-32.9009673,"Intersection 3595"
-60.7460122,-32.9856743,"Intersection 3596"
-60.7460043,-32.9011077,"Intersection 3597"
-60.7459879,-32.9317516,"Intersection 3598"
-60.7459844,-32.9128773,"Intersection 3599"
-60.7459834,-32.9194927,"Intersection 3600"
-60.7459757,-32.9036532,"Intersection 3601"
-60.7459694,-32.936021,"Intersection 3602"
-60.7459636,-32.9039638,"Intersection 3603"
-60.7459564,-32.9008668,"Intersection 3604"
-60.7459522,-32.9363904,"Intersection 3605"
-60.745945,-32.9404427,"Intersection 3606"
-60.7459449,-32.8966847,"Intersection 3607"
-60.7459407,-32.9404955,"Intersection 3608"
-60.7459385,-32.9858535,"Intersection 3609"
-60.7459364,-32.9405484,"Intersection 3610"
-60.7459322,-32.9406217,"Intersection 3611"
-60.7459317,-32.9368283,"Intersection 3612"
-60.7459274,-32.9296909,"Intersection 3613"
-60.7459188,-32.9295941,"Intersection 3614"
-60.7459,-32.9412165,"Intersection 3615"
-60.7458917,-32.9414979,"Intersection 3616"
-60.7458914,-32.9418158,"Intersection 3617"
-60.7458899,-32.9421198,"Intersection 3618"
-60.7458899,-32.941699,"Intersection 3619"
-60.7458899,-32.8968722,"Intersection 3620"
-60.7458886,-32.9416018,"Intersection 3621"
-60.7458867,-32.9421808,"Intersection 3622"
-60.7458723,-32.9424519,"Intersection 3623"
-60.7458632,-32.9062027,"Intersection 3624"
-60.745854,-32.9301131,"Intersection 3625"
-60.7458451,-32.9428504,"Intersection 3626"
-60.7458441,-32.9433182,"Intersection 3627"
-60.7458423,-32.924078,"Intersection 3628"
-60.7458407,-32.9850681,"Intersection 3629"
-60.745827,-32.943127,"Intersection 3630"
-60.7458048,-32.940376,"Intersection 3631"
-60.7458013,-32.9404391,"Intersection 3632"
-60.7457983,-32.9404918,"Intersection 3633"
-60.7457954,-32.9405445,"Intersection 3634"
-60.7457913,-32.9406171,"Intersection 3635"
-60.7457226,-32.9316529,"Intersection 3636"
-60.7457129,-32.9211286,"Intersection 3637"
-60.7456987,-32.9232534,"Intersection 3638"
-60.7456922,-32.9041597,"Intersection 3639"
-60.7456748,-32.9067892,"Intersection 3640"
-60.7456506,-32.9225284,"Intersection 3641"
-60.7456103,-33.0083449,"Intersection 3642"
-60.7455954,-32.9037961,"Intersection 3643"
-60.7455876,-32.9061584,"Intersection 3644"
-60.7455835,-33.0026622,"Intersection 3645"
-60.7455382,-32.9066867,"Intersection 3646"
-60.7455364,-32.9115554,"Intersection 3647"
-60.7455295,-32.8986376,"Intersection 3648"
-60.7455207,-32.9036736,"Intersection 3649"
-60.7455003,-33.0022461,"Intersection 3650"
-60.745491,-32.9041091,"Intersection 3651"
-60.745476,-32.9038977,"Intersection 3652"
-60.7454246,-32.9066013,"Intersection 3653"
-60.7454177,-32.8998327,"Intersection 3654"
-60.7454125,-32.906154,"Intersection 3655"
-60.7453862,-32.9007207,"Intersection 3656"
-60.7453734,-32.8711205,"Intersection 3657"
-60.7453628,-32.9853402,"Intersection 3658"
-60.7453446,-32.8729418,"Intersection 3659"
-60.7453088,-32.9890304,"Intersection 3660"
-60.7453054,-32.9861884,"Intersection 3661"
-60.7453,-32.8982265,"Intersection 3662"
-60.7452996,-32.8983015,"Intersection 3663"
-60.745297,-32.906151,"Intersection 3664"
-60.7452944,-32.8985202,"Intersection 3665"
-60.7452939,-32.8725451,"Intersection 3666"
-60.7452868,-32.9088825,"Intersection 3667"
-60.7452771,-32.9866062,"Intersection 3668"
-60.7452665,-32.8953782,"Intersection 3669"
-60.7452439,-32.987342,"Intersection 3670"
-60.7452292,-32.9876689,"Intersection 3671"
-60.7452,-32.9883179,"Intersection 3672"
-60.7451853,-32.9269806,"Intersection 3673"
-60.7451841,-32.9087719,"Intersection 3674"
-60.7451834,-32.9040327,"Intersection 3675"
-60.7451814,-32.9041041,"Intersection 3676"
-60.7451811,-32.9268881,"Intersection 3677"
-60.7451732,-32.9889115,"Intersection 3678"
-60.7451695,-32.871113,"Intersection 3679"
-60.7451361,-32.9405265,"Intersection 3680"
-60.745136,-32.9405946,"Intersection 3681"
-60.745109,-32.9057438,"Intersection 3682"
-60.7450921,-32.9061458,"Intersection 3683"
-60.74507,-32.8725325,"Intersection 3684"
-60.7450455,-32.9342704,"Intersection 3685"
-60.7450273,-32.8711068,"Intersection 3686"
-60.745027,-32.8712066,"Intersection 3687"
-60.7450035,-32.9061436,"Intersection 3688"
-60.7450001,-32.9444699,"Intersection 3689"
-60.7449972,-32.9363547,"Intersection 3690"
-60.7449907,-32.9254243,"Intersection 3691"
-60.7449873,-32.9258841,"Intersection 3692"
-60.7449793,-32.8709576,"Intersection 3693"
-60.7449747,-32.9449318,"Intersection 3694"
-60.744961,-32.8725266,"Intersection 3695"
-60.7449595,-32.8715236,"Intersection 3696"
-60.7449585,-33.0026218,"Intersection 3697"
-60.7449534,-32.9211084,"Intersection 3698"
-60.7449233,-32.9461703,"Intersection 3699"
-60.7449189,-32.9462762,"Intersection 3700"
-60.7448872,-32.8727101,"Intersection 3701"
-60.7448826,-32.8727833,"Intersection 3702"
-60.7448787,-32.8728473,"Intersection 3703"
-60.7448741,-32.8729206,"Intersection 3704"
-60.7448705,-32.9482969,"Intersection 3705"
-60.7448654,-32.904099,"Intersection 3706"
-60.7448383,-32.9842931,"Intersection 3707"
-60.7448342,-32.9043207,"Intersection 3708"
-60.7448318,-32.9333969,"Intersection 3709"
-60.7448217,-32.878545,"Intersection 3710"
-60.7448202,-32.971082,"Intersection 3711"
-60.7448137,-32.9484992,"Intersection 3712"
-60.7448106,-32.9484205,"Intersection 3713"
-60.7448092,-32.9057312,"Intersection 3714"
-60.7447786,-32.9241904,"Intersection 3715"
-60.7447586,-32.9723667,"Intersection 3716"
-60.7447502,-32.9088717,"Intersection 3717"
-60.7447478,-32.9115882,"Intersection 3718"
-60.7447029,-32.9211018,"Intersection 3719"
-60.7447018,-32.973549,"Intersection 3720"
-60.744691,-32.8728362,"Intersection 3721"
-60.7446795,-32.9335731,"Intersection 3722"
-60.7446754,-32.9647194,"Intersection 3723"
-60.7446581,-32.8729121,"Intersection 3724"
-60.7446416,-32.9747777,"Intersection 3725"
-60.744638,-32.9233497,"Intersection 3726"
-60.7446201,-32.9087556,"Intersection 3727"
-60.744603,-32.9405118,"Intersection 3728"
-60.7445847,-32.9494258,"Intersection 3729"
-60.7445677,-32.9505988,"Intersection 3730"
-60.7445419,-32.911582,"Intersection 3731"
-60.7444895,-32.9128296,"Intersection 3732"
-60.7444808,-32.9285112,"Intersection 3733"
-60.7444397,-32.9140297,"Intersection 3734"
-60.744416,-32.9710667,"Intersection 3735"
-60.7444096,-32.9266768,"Intersection 3736"
-60.7443723,-32.8727896,"Intersection 3737"
-60.7443673,-32.8788149,"Intersection 3738"
-60.744365,-32.9157626,"Intersection 3739"
-60.7443417,-32.926907,"Intersection 3740"
-60.7443417,-32.9268418,"Intersection 3741"
-60.7443318,-32.9047861,"Intersection 3742"
-60.7443295,-32.8728147,"Intersection 3743"
-60.7443203,-32.9647722,"Intersection 3744"
-60.7443187,-32.9168651,"Intersection 3745"
-60.7443041,-32.8951728,"Intersection 3746"
-60.7442954,-32.9174123,"Intersection 3747"
-60.7442748,-32.9266898,"Intersection 3748"
-60.744273,-32.9179386,"Intersection 3749"
-60.744233,-32.9666015,"Intersection 3750"
-60.744208,-32.9194457,"Intersection 3751"
-60.7442046,-32.898081,"Intersection 3752"
-60.7441997,-32.9342474,"Intersection 3753"
-60.7441975,-32.8982536,"Intersection 3754"
-60.7441806,-32.8728916,"Intersection 3755"
-60.7441595,-32.9351169,"Intersection 3756"
-60.7441536,-32.9682947,"Intersection 3757"
-60.7441392,-32.9210869,"Intersection 3758"
-60.7441206,-32.9359593,"Intersection 3759"
-60.7440833,-32.9367672,"Intersection 3760"
-60.7440744,-32.9699823,"Intersection 3761"
-60.74405,-32.9374904,"Intersection 3762"
-60.7440445,-32.94033,"Intersection 3763"
-60.7440413,-32.9403959,"Intersection 3764"
-60.7440389,-32.9404461,"Intersection 3765"
-60.7440388,-32.8785544,"Intersection 3766"
-60.7440364,-32.9404963,"Intersection 3767"
-60.7440332,-32.9405635,"Intersection 3768"
-60.7440242,-32.9710519,"Intersection 3769"
-60.7439852,-32.8700851,"Intersection 3770"
-60.7439774,-32.8702605,"Intersection 3771"
-60.7439725,-32.870387,"Intersection 3772"
-60.7439642,-32.9723305,"Intersection 3773"
-60.7439485,-32.9279198,"Intersection 3774"
-60.7439466,-32.8710529,"Intersection 3775"
-60.7439194,-32.940326,"Intersection 3776"
-60.7439164,-32.9403929,"Intersection 3777"
-60.7439144,-32.9404429,"Intersection 3778"
-60.7439123,-32.9404928,"Intersection 3779"
-60.7439082,-32.9735238,"Intersection 3780"
-60.7438505,-32.9747531,"Intersection 3781"
-60.7438271,-32.9053665,"Intersection 3782"
-60.7438114,-32.9845165,"Intersection 3783"
-60.7438011,-32.9403223,"Intersection 3784"
-60.7437977,-32.9403899,"Intersection 3785"
-60.7437951,-32.9404398,"Intersection 3786"
-60.7437926,-32.9404895,"Intersection 3787"
-60.7437891,-32.9405566,"Intersection 3788"
-60.7437084,-32.9843875,"Intersection 3789"
-60.7436657,-32.9898823,"Intersection 3790"
-60.7436364,-32.9747464,"Intersection 3791"
-60.7436015,-32.9755525,"Intersection 3792"
-60.7435942,-32.8951483,"Intersection 3793"
-60.7435848,-32.9115534,"Intersection 3794"
-60.7435761,-32.9761386,"Intersection 3795"
-60.7435722,-32.9762288,"Intersection 3796"
-60.7435422,-32.976923,"Intersection 3797"
-60.743537,-32.8875162,"Intersection 3798"
-60.7435317,-32.9127991,"Intersection 3799"
-60.7435208,-32.9774167,"Intersection 3800"
-60.7435127,-32.9380756,"Intersection 3801"
-60.7434897,-32.9781348,"Intersection 3802"
-60.7434604,-32.9788136,"Intersection 3803"
-60.7434437,-32.9396684,"Intersection 3804"
-60.7434291,-32.9647723,"Intersection 3805"
-60.7433581,-32.8842423,"Intersection 3806"
-60.7433491,-32.9665726,"Intersection 3807"
-60.7433235,-32.8906951,"Intersection 3808"
-60.743302,-32.9490771,"Intersection 3809"
-60.7432735,-32.968267,"Intersection 3810"
-60.7432484,-32.8918254,"Intersection 3811"
-60.743204,-32.8922679,"Intersection 3812"
-60.7432,-32.8874983,"Intersection 3813"
-60.7431986,-32.9699516,"Intersection 3814"
-60.7431932,-32.8979746,"Intersection 3815"
-60.7431891,-33.0165941,"Intersection 3816"
-60.7431825,-32.8982455,"Intersection 3817"
-60.7431509,-32.9710189,"Intersection 3818"
-60.7431404,-32.8929026,"Intersection 3819"
-60.7430942,-32.9722914,"Intersection 3820"
-60.7430778,-32.9002378,"Intersection 3821"
-60.7430757,-32.9002529,"Intersection 3822"
-60.7430405,-32.9734961,"Intersection 3823"
-60.7430056,-32.9878272,"Intersection 3824"
-60.7429857,-32.9747261,"Intersection 3825"
-60.7429805,-32.9404186,"Intersection 3826"
-60.7429168,-32.9396589,"Intersection 3827"
-60.7429144,-32.8942606,"Intersection 3828"
-60.7428943,-32.9768985,"Intersection 3829"
-60.7428795,-32.9380652,"Intersection 3830"
-60.742879,-32.9404645,"Intersection 3831"
-60.7428781,-32.9405309,"Intersection 3832"
-60.7428772,-32.9404159,"Intersection 3833"
-60.7428753,-32.9403673,"Intersection 3834"
-60.7428724,-32.9773855,"Intersection 3835"
-60.7428651,-32.9401427,"Intersection 3836"
-60.7428583,-32.9402873,"Intersection 3837"
-60.7428516,-32.9278787,"Intersection 3838"
-60.7428403,-32.9781014,"Intersection 3839"
-60.7428367,-32.9396607,"Intersection 3840"
-60.7428226,-32.9271913,"Intersection 3841"
-60.7428106,-32.9395879,"Intersection 3842"
-60.7428092,-32.9787925,"Intersection 3843"
-60.7428064,-32.9270944,"Intersection 3844"
-60.7427895,-32.8951204,"Intersection 3845"
-60.7427792,-32.9397438,"Intersection 3846"
-60.7427686,-32.9278444,"Intersection 3847"
-60.7427281,-32.9401398,"Intersection 3848"
-60.7427253,-32.940284,"Intersection 3849"
-60.7427238,-32.9403636,"Intersection 3850"
-60.7427217,-32.9404119,"Intersection 3851"
-60.7427196,-32.9404601,"Intersection 3852"
-60.7427167,-32.9397417,"Intersection 3853"
-60.7427093,-32.9494418,"Intersection 3854"
-60.7426858,-32.9090804,"Intersection 3855"
-60.7426504,-32.9088233,"Intersection 3856"
-60.7426477,-32.9087223,"Intersection 3857"
-60.7426451,-32.9261244,"Intersection 3858"
-60.7426315,-32.9256619,"Intersection 3859"
-60.7426296,-32.9049363,"Intersection 3860"
-60.7426122,-32.9115242,"Intersection 3861"
-60.7425995,-32.9404087,"Intersection 3862"
-60.7425858,-32.9647446,"Intersection 3863"
-60.7425748,-32.9127686,"Intersection 3864"
-60.7425609,-32.9981967,"Intersection 3865"
-60.7425497,-32.9985283,"Intersection 3866"
-60.7425408,-32.9210445,"Intersection 3867"
-60.7425025,-32.9665449,"Intersection 3868"
-60.7424362,-32.9244268,"Intersection 3869"
-60.742424,-32.9682403,"Intersection 3870"
-60.7424237,-32.9330498,"Intersection 3871"
-60.7424104,-32.9086967,"Intersection 3872"
-60.742399,-32.9335473,"Intersection 3873"
-60.7423987,-32.9341985,"Intersection 3874"
-60.742394,-32.939671,"Intersection 3875"
-60.7423835,-32.9492122,"Intersection 3876"
-60.7423779,-32.9232892,"Intersection 3877"
-60.7423702,-32.9999381,"Intersection 3878"
-60.7423588,-32.9350675,"Intersection 3879"
-60.7423464,-32.9699218,"Intersection 3880"
-60.7423203,-32.935911,"Intersection 3881"
-60.7422976,-32.8784562,"Intersection 3882"
-60.742297,-32.9709866,"Intersection 3883"
-60.7422831,-32.9367168,"Intersection 3884"
-60.7422497,-32.9374453,"Intersection 3885"
-60.7422408,-32.9505512,"Intersection 3886"
-60.7422384,-32.9722527,"Intersection 3887"
-60.7421932,-32.99817,"Intersection 3888"
-60.7421822,-32.9734689,"Intersection 3889"
-60.7421803,-32.9082786,"Intersection 3890"
-60.7421784,-32.8980094,"Intersection 3891"
-60.7421705,-32.8982469,"Intersection 3892"
-60.7421252,-32.9746993,"Intersection 3893"
-60.7420887,-32.9754936,"Intersection 3894"
-60.7420754,-32.989922,"Intersection 3895"
-60.7420574,-32.9761698,"Intersection 3896"
-60.7420317,-32.891795,"Intersection 3897"
-60.7420252,-32.9768656,"Intersection 3898"
-60.7420031,-32.9773437,"Intersection 3899"
-60.7419276,-33.0023608,"Intersection 3900"
-60.7419251,-32.9498351,"Intersection 3901"
-60.7419127,-32.9402639,"Intersection 3902"
